"","...1","gameId","playId","nflId","time","relative_location","relative_location_list","stunt","all_front","all_back"
"1134",173560,"2021091906","2955",43435,2021-09-19 19:22:15,4,"[4.0, 5.0, 1.0, 2.0, 3.0]",1,"3","4"
"1135",173580,"2021091906","2955",43435,2021-09-19 19:22:15,5,"[5.0, 4.0, 1.0, 2.0, 3.0]",1,"4","5"
"1136",173761,"2021091906","3050",41243,2021-09-19 19:27:16,5,"[5.0, 2.0, 5.0, 1.0, 3.0]",1,"5","5"
"1137",173801,"2021091906","3050",41243,2021-09-19 19:27:17,5,"[5.0, 1.0, 4.0, 2.0, 3.0]",1,"2","1"
"1138",174194,"2021091906","3293",37308,2021-09-19 19:34:21,3,"[3.0, 5.0, 1.0, 2.0, 4.0]",1,"4","5"
"1139",174382,"2021091906","3459",41243,2021-09-19 19:41:45,4,"[4.0, 5.0, 1.0, 2.0, 6.0, 3.0]",1,"2","3"
"1140",174388,"2021091906","3459",41243,2021-09-19 19:41:46,4,"[4.0, 6.0, 1.0, 2.0, 5.0, 3.0]",1,"6","5"
"1141",174424,"2021091906","3459",41243,2021-09-19 19:41:46,5,"[5.0, 6.0, 1.0, 2.0, 4.0, 3.0]",1,"5","4"
"1142",174510,"2021091906","3500",43435,2021-09-19 19:43:26,3,"[3.0, 2.0, 1.0, 4.0]",1,"3","4"
"1143",174702,"2021091906","3546",38555,2021-09-19 19:44:35,1,"[1.0, 4.0, 2.0, 3.0]",1,"3","2"
"1144",174726,"2021091906","3568",38555,2021-09-19 19:45:18,2,"[2.0, 3.0, 1.0]",1,"1","2"
"1145",174866,"2021091906","3807",38555,2021-09-19 19:55:37,3,"[3.0, 1.0, 4.0, 2.0]",1,"2","3"
"1146",175050,"2021091906","3877",38555,2021-09-19 19:57:36,4,"[4.0, 1.0, 2.0, 3.0]",1,"2","3"
"1147",175286,"2021091906","3942",42436,2021-09-19 19:59:34,1,"[1.0, 3.0, 2.0, 4.0]",1,"1","2"
"1148",175427,"2021091907","194",41249,2021-09-19 17:08:10,1,"[1.0, 4.0, 2.0, 5.0, 3.0]",1,"3","2"
"1149",175467,"2021091907","194",41249,2021-09-19 17:08:11,1,"[1.0, 3.0, 2.0, 5.0, 4.0]",1,"4","3"
"1150",175507,"2021091907","194",41249,2021-09-19 17:08:12,1,"[1.0, 3.0, 2.0, 4.0, 5.0]",1,"4","5"
"1151",175598,"2021091907","233",42360,2021-09-19 17:09:07,1,"[1.0, 2.0, 4.0, 4.0]",1,"4","4"
"1152",175981,"2021091907","567",41249,2021-09-19 17:22:59,1,"[1.0, 3.0, 2.0, 5.0, 4.0]",1,"4","3"
"1153",176479,"2021091907","843",41249,2021-09-19 17:37:58,1,"[1.0, 4.0, 3.0, 5.0, 2.0]",1,"2","3"
"1154",176715,"2021091907","919",41249,2021-09-19 17:40:03,1,"[1.0, 3.0, 5.0, 4.0, 2.0]",1,"3","4"
"1155",176735,"2021091907","919",41249,2021-09-19 17:40:03,1,"[1.0, 3.0, 4.0, 5.0, 2.0]",1,"4","5"
"1156",177874,"2021091907","1812",37089,2021-09-19 18:20:02,2,"[2.0, 1.0, 3.0, 4.0]",1,"2","1"
"1157",177994,"2021091907","1954",38542,2021-09-19 18:23:19,1,"[1.0, 3.0, 2.0, 4.0]",1,"2","1"
"1158",178272,"2021091907","2115",41249,2021-09-19 18:41:44,2,"[2.0, 1.0, 4.0, 5.0, 3.0, 6.0]",1,"2","3"
"1159",178482,"2021091907","2334",37089,2021-09-19 18:50:33,1,"[1.0, 5.0, 2.0, 4.0, 6.0, 3.0]",1,"4","3"
"1160",178530,"2021091907","2334",37089,2021-09-19 18:50:33,1,"[1.0, 5.0, 3.0, 4.0, 6.0, 3.0]",1,"3","3"
"1161",178548,"2021091907","2334",37089,2021-09-19 18:50:34,1,"[1.0, 5.0, 4.0, 3.0, 6.0, 2.0]",1,"4","3"
"1162",178602,"2021091907","2334",37089,2021-09-19 18:50:35,1,"[1.0, 5.0, 4.0, 2.0, 6.0, 3.0]",1,"3","2"
"1163",178682,"2021091907","2459",42360,2021-09-19 18:56:11,3,"[3.0, 4.0, 1.0, 2.0]",1,"4","3"
"1164",178778,"2021091907","2527",41249,2021-09-19 18:58:02,4,"[4.0, 3.0, 2.0, 1.0]",1,"1","2"
"1165",179001,"2021091907","2594",41249,2021-09-19 18:59:53,3,"[3.0, 4.0, 1.0, 5.0, 2.0]",1,"4","3"
"1166",179290,"2021091907","2819",37089,2021-09-19 19:11:20,4,"[4.0, 3.0, 2.0, 1.0]",1,"2","3"
"1167",179776,"2021091907","3224",45011,2021-09-19 19:29:06,3,"[3.0, 1.0, 4.0, 2.0]",1,"2","3"
"1168",179864,"2021091907","3245",41249,2021-09-19 19:29:54,1,"[1.0, 3.0, 2.0, 4.0]",1,"3","2"
"1169",179960,"2021091907","3603",41249,2021-09-19 19:48:18,3,"[3.0, 4.0, 1.0, 2.0]",1,"2","3"
"1170",179972,"2021091907","3603",41249,2021-09-19 19:48:18,4,"[4.0, 3.0, 1.0, 2.0]",1,"3","4"
"1171",180184,"2021091907","3690",41249,2021-09-19 19:50:56,1,"[1.0, 3.0, 4.0, 2.0]",1,"3","2"
"1172",180592,"2021091908","176",42535,2021-09-19 17:06:27,2,"[2.0, 3.0, 4.0, 1.0]",1,"4","3"
"1173",180612,"2021091908","176",42535,2021-09-19 17:06:28,3,"[3.0, 2.0, 4.0, 1.0]",1,"3","2"
"1174",180828,"2021091908","317",37104,2021-09-19 17:15:19,2,"[2.0, 4.0, 1.0, 3.0]",1,"4","3"
"1175",180856,"2021091908","317",37104,2021-09-19 17:15:20,3,"[3.0, 4.0, 1.0, 2.0]",1,"3","2"
"1176",181364,"2021091908","754",39997,2021-09-19 17:31:33,3,"[3.0, 2.0, 1.0, 4.0]",1,"1","2"
"1177",181552,"2021091908","959",42535,2021-09-19 17:39:45,2,"[2.0, 1.0, 4.0, 3.0]",1,"4","3"
"1178",181644,"2021091908","985",42535,2021-09-19 17:41:36,1,"[1.0, 2.0, 3.0, 4.0]",1,"2","1"
"1179",181720,"2021091908","1028",38548,2021-09-19 17:45:18,1,"[1.0, 3.0, 4.0, 2.0]",1,"3","2"
"1180",181840,"2021091908","1081",37104,2021-09-19 17:47:03,2,"[2.0, 1.0, 3.0, 4.0]",1,"2","3"
"1181",181930,"2021091908","1175",37104,2021-09-19 17:49:43,3,"[3.0, 5.0, 4.0, 1.0, 2.0]",1,"4","3"
"1182",182244,"2021091908","1326",42535,2021-09-19 17:56:21,3,"[3.0, 1.0, 2.0, 4.0]",1,"2","3"
"1183",182498,"2021091908","1496",38548,2021-09-19 18:04:04,2,"[2.0, 4.0, 1.0, 4.0, 5.0, 6.0]",1,"4","4"
"1184",182534,"2021091908","1496",38548,2021-09-19 18:04:05,3,"[3.0, 4.0, 1.0, 2.0, 5.0, 6.0]",1,"3","2"
"1185",182552,"2021091908","1496",38548,2021-09-19 18:04:05,4,"[4.0, 3.0, 1.0, 2.0, 5.0, 6.0]",1,"3","4"
"1186",182681,"2021091908","1520",37104,2021-09-19 18:04:42,5,"[5.0, 2.0, 3.0, 4.0, 1.0]",1,"2","1"
"1187",182686,"2021091908","1520",37104,2021-09-19 18:04:42,5,"[5.0, 3.0, 2.0, 4.0, 1.0]",1,"3","2"
"1188",182752,"2021091908","1554",37104,2021-09-19 18:05:26,3,"[3.0, 1.0, 4.0, 2.0]",1,"3","4"
"1189",182968,"2021091908","1686",37104,2021-09-19 18:11:51,2,"[2.0, 1.0, 3.0, 4.0]",1,"3","2"
"1190",183076,"2021091908","1796",37104,2021-09-19 18:15:57,4,"[4.0, 2.0, 1.0, 3.0]",2,"c(""2"", ""3"")","c(""4"", ""1"")"
"1191",183276,"2021091908","1991",37104,2021-09-19 18:38:25,2,"[2.0, 3.0, 4.0, 1.0]",1,"3","4"
"1192",183504,"2021091908","2103",37104,2021-09-19 18:41:28,3,"[3.0, 4.0, 1.0, 3.0]",1,"3","3"
"1193",183698,"2021091908","2195",42535,2021-09-19 18:46:38,3,"[3.0, 5.0, 2.0, 4.0, 1.0]",1,"3","2"
"1194",183928,"2021091908","2259",43358,2021-09-19 18:48:13,3,"[3.0, 4.0, 2.0, 1.0]",1,"4","3"
"1195",184142,"2021091908","2375",37104,2021-09-19 18:53:57,4,"[4.0, 3.0, 1.0, 2.0]",1,"4","3"
"1196",184246,"2021091908","2420",38548,2021-09-19 18:55:10,1,"[1.0, 2.0, 3.0, 4.0]",1,"4","3"
"1197",184330,"2021091908","2444",38548,2021-09-19 18:55:58,2,"[2.0, 3.0, 1.0, 4.0]",1,"2","1"
"1198",184618,"2021091908","2643",39997,2021-09-19 19:06:45,3,"[3.0, 4.0, 1.0, 2.0]",1,"1","2"
"1199",184862,"2021091908","2803",37104,2021-09-19 19:15:56,5,"[5.0, 1.0, 2.0, 3.0, 4.0]",1,"3","2"
"1200",184877,"2021091908","2803",37104,2021-09-19 19:15:56,4,"[4.0, 1.0, 2.0, 3.0, 5.0]",1,"4","5"
"1201",184912,"2021091908","2803",37104,2021-09-19 19:15:57,3,"[3.0, 1.0, 2.0, 4.0, 5.0]",1,"3","4"
"1202",185094,"2021091908","2872",37104,2021-09-19 19:18:00,2,"[2.0, 1.0, 3.0, 4.0]",1,"3","2"
"1203",185394,"2021091908","3031",42535,2021-09-19 19:25:49,2,"[2.0, 1.0, 4.0, 3.0]",1,"3","4"
"1204",185790,"2021091908","3203",37104,2021-09-19 19:37:10,4,"[4.0, 1.0, 2.0, 3.0]",1,"3","4"
"1205",185902,"2021091908","3229",37104,2021-09-19 19:37:52,4,"[4.0, 3.0, 6.0, 2.0, 5.0, 1.0]",1,"2","3"
"1206",185908,"2021091908","3229",37104,2021-09-19 19:37:53,4,"[4.0, 3.0, 5.0, 2.0, 6.0, 1.0]",1,"6","5"
"1207",186142,"2021091908","3535",39997,2021-09-19 19:49:35,2,"[2.0, 1.0, 4.0, 3.0]",1,"4","3"
"1208",186827,"2021091909","362",37084,2021-09-19 20:20:02,3,"[3.0, 1.0, 4.0, 5.0, 2.0]",1,"3","2"
"1209",186997,"2021091909","386",37084,2021-09-19 20:20:43,3,"[3.0, 1.0, 2.0, 5.0, 4.0]",1,"3","4"
"1210",187357,"2021091909","569",39959,2021-09-19 20:27:39,4,"[4.0, 5.0, 2.0, 1.0, 3.0]",1,"2","3"
"1211",187497,"2021091909","619",42388,2021-09-19 20:29:05,1,"[1.0, 2.0, 4.0, 3.0, 5.0]",1,"2","1"
"1212",187586,"2021091909","641",39959,2021-09-19 20:29:54,3,"[3.0, 2.0, 4.0, 1.0]",1,"2","1"
"1213",187690,"2021091909","754",37084,2021-09-19 20:35:44,0,"[2.0, 4.0, 1.0, 3.0]",1,"2","1"
"1214",188150,"2021091909","1243",37084,2021-09-19 20:55:55,1,"[1.0, 5.0, 2.0, 4.0, 3.0]",1,"2","1"
"1215",188842,"2021091909","1868",35522,2021-09-19 21:28:12,4,"[4.0, 2.0, 3.0, 1.0]",1,"3","4"
"1216",189037,"2021091909","1943",37084,2021-09-19 21:30:20,4,"[4.0, 5.0, 1.0, 3.0, 2.0]",1,"3","2"
"1217",189326,"2021091909","2152",39959,2021-09-19 21:37:47,3,"[3.0, 4.0, 2.0, 1.0]",1,"3","2"
"1218",189602,"2021091909","2437",42431,2021-09-19 22:02:49,0,"[2.0, 4.0, 1.0, 3.0]",2,"c(""2"", ""3"")","c(""4"", ""1"")"
"1219",189742,"2021091909","2482",39959,2021-09-19 22:04:17,0,"[2.0, 4.0, 1.0, 3.0]",2,"c(""2"", ""4"")","c(""1"", ""3"")"
"1220",190504,"2021091909","2938",37084,2021-09-19 22:23:50,3,"[3.0, 4.0, 1.0, 2.0, 5.0]",2,"c(""3"", ""5"")","c(""4"", ""2"")"
"1221",190651,"2021091909","3017",42401,2021-09-19 22:26:28,2,"[2.0, 3.0, 1.0, 5.0, 4.0]",1,"3","2"
"1222",190781,"2021091909","3056",37084,2021-09-19 22:28:15,2,"[2.0, 4.0, 1.0, 5.0, 3.0]",1,"5","4"
"1223",190938,"2021091909","3273",39959,2021-09-19 22:37:53,1,"[1.0, 4.0, 3.0, 2.0]",1,"1","2"
"1224",190950,"2021091909","3273",39959,2021-09-19 22:37:53,1,"[1.0, 3.0, 4.0, 2.0]",1,"3","4"
"1225",191162,"2021091909","3383",37084,2021-09-19 22:43:40,4,"[4.0, 2.0, 1.0, 3.0]",1,"2","1"
"1226",191206,"2021091909","3433",35522,2021-09-19 22:46:32,3,"[3.0, 4.0, 2.0, 1.0]",1,"3","2"
"1227",191341,"2021091909","3517",42431,2021-09-19 22:49:37,1,"[1.0, 5.0, 4.0, 3.0, 2.0]",1,"4","3"
"1228",191478,"2021091909","3541",42431,2021-09-19 22:50:14,2,"[2.0, 3.0, 2.0, 4.0]",1,"2","2"
"1229",191654,"2021091909","3613",39959,2021-09-19 22:52:06,3,"[3.0, 2.0, 1.0, 4.0]",1,"2","1"
"1230",191835,"2021091909","3635",38559,2021-09-19 22:53:00,4,"[4.0, 3.0, 5.0, 1.0, 7.0, 6.0, 2.0]",1,"4","3"
"1231",192023,"2021091909","3719",39959,2021-09-19 22:56:48,2,"[2.0, 3.0, 1.0, 5.0, 4.0]",1,"5","4"
"1232",192123,"2021091909","3822",35522,2021-09-19 23:02:05,5,"[5.0, 4.0, 3.0, 2.0, 1.0]",1,"3","2"
"1233",192158,"2021091909","3822",35522,2021-09-19 23:02:06,4,"[4.0, 5.0, 3.0, 2.0, 1.0]",1,"4","5"
"1234",192434,"2021091909","3970",39959,2021-09-19 23:07:33,2,"[2.0, 2.0, 3.0, 4.0]",1,"2","2"
"1235",192662,"2021091909","4127",37084,2021-09-19 23:13:57,3,"[3.0, 1.0, 4.0, 5.0, 2.0]",1,"3","4"
"1236",192888,"2021091909","4180",37084,2021-09-19 23:15:22,5,"[5.0, 1.0, 4.0, 3.0, 2.0]",1,"4","5"
"1237",193182,"2021091910","125",40095,2021-09-19 20:07:49,1,"[1.0, 4.0, 3.0, 2.0]",1,"4","3"
"1238",193278,"2021091910","168",40095,2021-09-19 20:09:12,1,"[1.0, 2.0, 3.0, 4.0]",1,"2","3"
"1239",193466,"2021091910","281",35441,2021-09-19 20:16:29,4,"[4.0, 1.0, 2.0, 3.0]",1,"3","2"
"1240",193470,"2021091910","281",35441,2021-09-19 20:16:27,4,"[4.0, 1.0, 3.0, 2.0]",1,"3","2"
"1241",193494,"2021091910","325",42480,2021-09-19 20:20:11,1,"[1.0, 4.0, 3.0, 2.0]",1,"4","3"
"1242",193518,"2021091910","325",42480,2021-09-19 20:20:11,1,"[1.0, 4.0, 2.0, 3.0]",1,"2","3"
"1243",193654,"2021091910","404",40095,2021-09-19 20:22:05,1,"[1.0, 2.0, 4.0, 3.0]",1,"3","4"
"1244",194114,"2021091910","582",35441,2021-09-19 20:29:15,2,"[2.0, 1.0, 3.0, 4.0]",1,"3","4"
"1245",194278,"2021091910","628",35441,2021-09-19 20:30:33,3,"[3.0, 2.0, 1.0, 4.0]",1,"1","2"
"1246",194406,"2021091910","734",42346,2021-09-19 20:36:17,1,"[1.0, 4.0, 3.0, 2.0]",1,"3","4"
"1247",194442,"2021091910","756",40095,2021-09-19 20:36:57,4,"[4.0, 2.0, 3.0, 1.0]",1,"1","2"
"1248",194450,"2021091910","756",40095,2021-09-19 20:36:57,4,"[4.0, 3.0, 2.0, 1.0]",1,"2","3"
"1249",194502,"2021091910","756",40095,2021-09-19 20:36:59,3,"[3.0, 4.0, 2.0, 1.0]",1,"4","3"
"1250",194662,"2021091910","976",40095,2021-09-19 20:46:24,4,"[4.0, 1.0, 2.0, 3.0]",1,"4","3"
"1251",195002,"2021091910","1173",34777,2021-09-19 20:55:40,4,"[4.0, 3.0, 1.0, 2.0, 5.0]",1,"4","3"
"1252",195017,"2021091910","1173",34777,2021-09-19 20:55:40,4,"[4.0, 2.0, 1.0, 3.0, 5.0]",1,"3","2"
"1253",195112,"2021091910","1206",40074,2021-09-19 20:56:29,3,"[3.0, 2.0, 4.0, 5.0, 1.0]",1,"4","3"
"1254",195338,"2021091910","1362",42480,2021-09-19 21:03:16,1,"[1.0, 3.0, 2.0, 4.0]",1,"1","2"
"1255",195858,"2021091910","1552",35441,2021-09-19 21:11:45,2,"[2.0, 4.0, 2.0, 3.0]",1,"2","2"
"1256",195878,"2021091910","1552",35441,2021-09-19 21:11:45,1,"[1.0, 4.0, 2.0, 4.0]",1,"4","4"
"1257",196250,"2021091910","1695",35441,2021-09-19 21:15:44,1,"[1.0, 3.0, 4.0, 2.0]",1,"1","2"
"1258",196351,"2021091910","1754",46269,2021-09-19 21:17:40,4,"[4.0, 5.0, 2.0, 3.0, 1.0]",1,"3","4"
"1259",196486,"2021091910","1840",42346,2021-09-19 21:22:04,4,"[4.0, 1.0, 3.0, 2.0]",1,"3","2"
"1260",196522,"2021091910","1840",42346,2021-09-19 21:22:05,4,"[4.0, 2.0, 3.0, 1.0]",1,"2","1"
"1261",196826,"2021091910","2033",35441,2021-09-19 21:30:01,1,"[1.0, 4.0, 2.0, 3.0]",1,"2","1"
"1262",197474,"2021091910","2335",42346,2021-09-19 21:53:50,2,"[2.0, 1.0, 3.0, 4.0]",1,"1","2"
"1263",198130,"2021091910","2611",35441,2021-09-19 22:03:31,4,"[4.0, 3.0, 1.0, 2.0]",1,"3","4"
"1264",198150,"2021091910","2611",35441,2021-09-19 22:03:31,3,"[3.0, 4.0, 1.0, 2.0]",1,"4","3"
"1265",198246,"2021091910","2683",35441,2021-09-19 22:09:04,4,"[4.0, 1.0, 2.0, 3.0, 5.0]",1,"2","3"
"1266",198336,"2021091910","2683",35441,2021-09-19 22:09:05,5,"[5.0, 1.0, 2.0, 3.0, 4.0]",1,"4","5"
"1267",198388,"2021091910","2707",34777,2021-09-19 22:09:49,2,"[2.0, 1.0, 3.0]",1,"2","3"
"1268",198498,"2021091910","2757",35441,2021-09-19 22:11:08,3,"[3.0, 2.0, 4.0, 1.0]",1,"2","1"
"1269",198506,"2021091910","2757",35441,2021-09-19 22:11:05,3,"[3.0, 1.0, 4.0, 2.0]",1,"1","2"
"1270",198647,"2021091910","2781",35441,2021-09-19 22:11:49,6,"[6.0, 2.0, 5.0, 3.0, 1.0, 4.0, 7.0]",1,"5","6"
"1271",198654,"2021091910","2781",35441,2021-09-19 22:11:49,6,"[6.0, 2.0, 4.0, 3.0, 1.0, 5.0, 7.0]",1,"4","5"
"1272",198714,"2021091910","2885",42480,2021-09-19 22:16:52,3,"[3.0, 1.0, 2.0, 4.0]",1,"1","2"
"1273",198870,"2021091910","2907",40095,2021-09-19 22:19:06,4,"[4.0, 2.0, 3.0, 1.0]",1,"2","1"
"1274",199028,"2021091910","3049",35441,2021-09-19 22:25:11,1,"[1.0, 3.0, 5.0, 2.0, 4.0]",1,"2","3"
"1275",199088,"2021091910","3049",35441,2021-09-19 22:25:13,1,"[1.0, 3.0, 4.0, 2.0, 5.0]",1,"4","5"
"1276",199093,"2021091910","3049",35441,2021-09-19 22:25:13,1,"[1.0, 4.0, 4.0, 2.0, 5.0]",1,"4","4"
"1277",199224,"2021091910","3094",35441,2021-09-19 22:26:36,6,"[6.0, 2.0, 1.0, 5.0, 4.0, 3.0]",1,"5","6"
"1278",199422,"2021091910","3195",42346,2021-09-19 22:30:57,4,"[4.0, 3.0, 2.0, 1.0]",1,"3","2"
"1279",199558,"2021091910","3343",42346,2021-09-19 22:37:39,1,"[1.0, 3.0, 2.0, 4.0]",1,"2","3"
"1280",199714,"2021091910","3427",34777,2021-09-19 22:42:36,1,"[1.0, 2.0, 4.0, 5.0, 3.0]",1,"1","2"
"1281",200300,"2021091910","3644",35454,2021-09-19 22:51:42,4,"[4.0, 3.0, 1.0, 2.0]",1,"2","3"
"1282",200390,"2021091910","3672",35454,2021-09-19 22:52:31,5,"[5.0, 3.0, 1.0, 2.0, 4.0]",1,"4","3"
"1283",200572,"2021091910","3775",35441,2021-09-19 22:58:03,1,"[1.0, 3.0, 4.0, 2.0]",1,"2","3"
"1284",200692,"2021091910","3804",35441,2021-09-19 22:58:41,2,"[2.0, 4.0, 3.0, 1.0]",1,"2","3"
"1285",201004,"2021091910","3893",40095,2021-09-19 23:01:26,4,"[4.0, 1.0, 2.0, 3.0]",1,"2","3"
"1286",201332,"2021091910","4138",40074,2021-09-19 23:12:52,3,"[3.0, 1.0, 5.0, 3.0, 4.0]",1,"3","3"
"1287",201431,"2021091911","127",35485,2021-09-19 20:27:55,2,"[2.0, 4.0, 3.0, 1.0]",1,"3","4"
"1288",201459,"2021091911","127",35485,2021-09-19 20:27:56,3,"[3.0, 4.0, 2.0, 1.0]",1,"2","3"
"1289",201561,"2021091911","202",35485,2021-09-19 20:32:04,3,"[3.0, 2.0, 4.0, 1.0, 5.0]",1,"4","5"
"1290",201571,"2021091911","202",35485,2021-09-19 20:32:04,3,"[3.0, 1.0, 4.0, 2.0, 5.0]",1,"2","1"
"1291",201680,"2021091911","256",35485,2021-09-19 20:33:39,3,"[3.0, 4.0, 2.0, 1.0]",1,"3","2"
"1292",201768,"2021091911","322",42559,2021-09-19 20:35:32,3,"[3.0, 4.0, 2.0, 1.0]",1,"2","1"
"1293",201932,"2021091911","389",42559,2021-09-19 20:37:15,4,"[4.0, 3.0, 1.0, 2.0]",1,"4","3"
"1294",202052,"2021091911","492",44955,2021-09-19 20:42:52,3,"[3.0, 2.0, 4.0, 1.0]",1,"2","1"
"1295",202420,"2021091911","597",35485,2021-09-19 20:47:49,3,"[3.0, 1.0, 2.0, 5.0, 4.0]",1,"2","1"
"1296",202435,"2021091911","597",35485,2021-09-19 20:47:50,3,"[3.0, 2.0, 1.0, 5.0, 4.0]",1,"1","2"
"1297",202724,"2021091911","857",35485,2021-09-19 20:57:08,3,"[3.0, 2.0, 4.0, 1.0]",1,"2","1"
"1298",202816,"2021091911","881",35485,2021-09-19 20:57:44,2,"[2.0, 3.0, 4.0, 1.0]",1,"3","4"
"1299",203032,"2021091911","1080",41363,2021-09-19 21:07:13,4,"[4.0, 2.0, 1.0, 3.0]",1,"2","1"
"1300",203124,"2021091911","1143",44955,2021-09-19 21:09:12,4,"[4.0, 3.0, 1.0, 2.0]",1,"3","4"
"1301",203156,"2021091911","1143",44955,2021-09-19 21:08:56,4,"[4.0, 1.0, 3.0, 2.0]",1,"1","3"
"1302",203275,"2021091911","1171",43306,2021-09-19 21:09:54,3,"[3.0, 4.0, 1.0, 5.0, 2.0]",1,"2","3"
"1303",203336,"2021091911","1238",44892,2021-09-19 21:11:29,4,"[4.0, 1.0, 2.0, 3.0]",1,"1","2"
"1304",203368,"2021091911","1238",44892,2021-09-19 21:11:27,4,"[4.0, 2.0, 1.0, 3.0]",1,"1","2"
"1305",203548,"2021091911","1433",35485,2021-09-19 21:20:20,3,"[3.0, 2.0, 4.0, 1.0]",1,"2","1"
"1306",203640,"2021091911","1499",35485,2021-09-19 21:22:08,3,"[3.0, 4.0, 2.0, 1.0]",1,"2","1"
"1307",203736,"2021091911","1544",35485,2021-09-19 21:23:19,4,"[4.0, 2.0, 1.0, 3.0]",1,"4","3"
"1308",203752,"2021091911","1544",35485,2021-09-19 21:23:19,4,"[4.0, 3.0, 1.0, 2.0]",1,"3","2"
"1309",203912,"2021091911","1671",42559,2021-09-19 21:26:32,3,"[3.0, 1.0, 4.0, 2.0]",1,"3","2"
"1310",203940,"2021091911","1671",42559,2021-09-19 21:26:32,3,"[3.0, 2.0, 4.0, 1.0]",1,"2","1"
"1311",204012,"2021091911","1714",41363,2021-09-19 21:30:24,4,"[4.0, 3.0, 1.0, 2.0]",1,"4","3"
"1312",204258,"2021091911","1818",43306,2021-09-19 21:32:52,3,"[3.0, 2.0, 4.0, 1.0, 6.0, 5.0]",1,"1","2"
"1313",204356,"2021091911","1924",44955,2021-09-19 21:38:22,4,"[4.0, 2.0, 3.0, 1.0]",2,"c(""2"", ""3"")","c(""4"", ""1"")"
"1314",204588,"2021091911","1972",44955,2021-09-19 21:39:36,2,"[2.0, 1.0, 4.0, 3.0]",1,"2","3"
"1315",204768,"2021091911","2062",44892,2021-09-19 21:44:03,2,"[2.0, 1.0, 4.0, 3.0]",1,"2","1"
"1316",204772,"2021091911","2062",44892,2021-09-19 21:44:03,2,"[2.0, 1.0, 3.0, 4.0]",1,"3","4"
"1317",205168,"2021091911","2439",44892,2021-09-19 22:11:51,1,"[1.0, 3.0, 4.0, 2.0]",1,"3","2"
"1318",205444,"2021091911","2558",44955,2021-09-19 22:15:04,3,"[3.0, 2.0, 4.0, 1.0]",1,"2","1"
"1319",205561,"2021091911","2635",35485,2021-09-19 22:20:27,4,"[4.0, 3.0, 1.0, 5.0, 2.0]",1,"3","4"
"1320",205581,"2021091911","2635",35485,2021-09-19 22:20:27,4,"[4.0, 3.0, 2.0, 5.0, 1.0]",1,"2","1"
"1321",205648,"2021091911","2749",42559,2021-09-19 22:23:20,3,"[3.0, 1.0, 4.0, 6.0, 5.0, 2.0]",1,"3","4"
"1322",205702,"2021091911","2749",42559,2021-09-19 22:23:21,2,"[2.0, 1.0, 4.0, 6.0, 5.0, 3.0]",1,"2","3"
"1323",205720,"2021091911","2749",42559,2021-09-19 22:23:21,2,"[2.0, 1.0, 4.0, 5.0, 6.0, 3.0]",1,"5","6"
"1324",205726,"2021091911","2749",42559,2021-09-19 22:23:21,1,"[1.0, 2.0, 6.0, 4.0, 5.0, 3.0]",2,"c(""2"", ""4"")","c(""1"", ""5"")"
"1325",205843,"2021091911","2842",41363,2021-09-19 22:28:29,2,"[2.0, 5.0, 4.0, 3.0, 1.0]",1,"3","2"
"1326",205950,"2021091911","2866",41363,2021-09-19 22:29:09,2,"[2.0, 4.0, 3.0, 1.0]",1,"2","3"
"1327",206478,"2021091911","3066",41363,2021-09-19 22:34:42,3,"[3.0, 4.0, 2.0, 1.0]",1,"3","2"
"1328",206762,"2021091911","3158",44892,2021-09-19 22:37:49,1,"[1.0, 3.0, 4.0, 2.0]",1,"3","2"
"1329",206894,"2021091911","3323",42559,2021-09-19 22:44:33,4,"[4.0, 5.0, 1.0, 3.0, 2.0]",1,"2","3"
"1330",206899,"2021091911","3323",42559,2021-09-19 22:44:33,3,"[3.0, 5.0, 1.0, 4.0, 2.0]",1,"3","4"
"1331",206909,"2021091911","3323",42559,2021-09-19 22:44:33,2,"[2.0, 5.0, 1.0, 4.0, 3.0]",1,"2","3"
"1332",207298,"2021091911","3530",44892,2021-09-19 22:52:52,1,"[1.0, 4.0, 3.0, 2.0]",1,"4","3"
"1333",207486,"2021091911","3629",41363,2021-09-19 22:55:30,5,"[5.0, 2.0, 1.0, 3.0, 4.0, 6.0]",1,"2","1"
"1334",207498,"2021091911","3629",41363,2021-09-19 22:55:30,5,"[5.0, 3.0, 1.0, 2.0, 4.0, 6.0]",1,"3","2"
"1335",207510,"2021091911","3629",41363,2021-09-19 22:55:31,5,"[5.0, 3.0, 2.0, 1.0, 4.0, 6.0]",1,"1","2"
"1336",207540,"2021091911","3629",41363,2021-09-19 22:55:31,5,"[5.0, 4.0, 2.0, 1.0, 3.0, 6.0]",1,"4","3"
"1337",207552,"2021091911","3629",41363,2021-09-19 22:55:31,5,"[5.0, 4.0, 3.0, 1.0, 2.0, 6.0]",1,"2","3"
"1338",207650,"2021091911","3707",41363,2021-09-19 22:58:18,3,"[3.0, 4.0, 1.0, 2.0]",1,"3","2"
"1339",207938,"2021091911","3855",42559,2021-09-19 23:05:51,1,"[1.0, 4.0, 3.0, 2.0]",1,"4","3"
"1340",207962,"2021091911","3855",42559,2021-09-19 23:05:52,1,"[1.0, 3.0, 4.0, 2.0]",1,"3","4"
"1341",208022,"2021091911","3879",42559,2021-09-19 23:06:24,1,"[1.0, 4.0, 2.0, 3.0]",1,"1","2"
