,gameplayId,stunt,possessionTeam,defensiveTeam,blitz
594,2021091209_490,1,KC,CLE,0.0
595,2021091209_710,1,KC,CLE,0.0
596,2021091209_76,0,CLE,KC,0.0
597,2021091209_866,0,CLE,KC,0.0
598,2021091209_995,0,KC,CLE,0.0
599,2021091210_1020,0,NE,MIA,0.0
600,2021091210_1081,1,NE,MIA,1.0
601,2021091210_1201,1,MIA,NE,0.0
602,2021091210_1284,0,MIA,NE,0.0
603,2021091210_1368,1,NE,MIA,1.0
604,2021091210_1390,1,NE,MIA,1.0
605,2021091210_1442,1,MIA,NE,0.0
606,2021091210_1492,1,MIA,NE,0.0
607,2021091210_1584,0,NE,MIA,0.0
608,2021091210_1608,1,NE,MIA,0.0
609,2021091210_1772,1,MIA,NE,0.0
610,2021091210_1858,1,MIA,NE,0.0
611,2021091210_1947,1,MIA,NE,0.0
612,2021091210_1989,1,MIA,NE,0.0
613,2021091210_200,1,NE,MIA,0.0
614,2021091210_2011,1,MIA,NE,0.0
615,2021091210_2119,0,MIA,NE,0.0
616,2021091210_2141,1,MIA,NE,0.0
617,2021091210_2191,1,MIA,NE,1.0
618,2021091210_2426,0,NE,MIA,1.0
619,2021091210_2483,1,NE,MIA,1.0
620,2021091210_2633,1,NE,MIA,0.0
621,2021091210_2662,0,NE,MIA,0.0
622,2021091210_2728,1,NE,MIA,0.0
623,2021091210_2752,1,NE,MIA,0.0
624,2021091210_2830,1,MIA,NE,0.0
625,2021091210_2973,1,NE,MIA,0.0
626,2021091210_3016,0,NE,MIA,0.0
627,2021091210_3045,0,NE,MIA,0.0
628,2021091210_3069,1,NE,MIA,1.0
629,2021091210_3093,1,NE,MIA,1.0
630,2021091210_3127,0,NE,MIA,1.0
631,2021091210_3173,1,NE,MIA,1.0
632,2021091210_3239,0,NE,MIA,1.0
633,2021091210_3345,1,MIA,NE,0.0
634,2021091210_3415,1,MIA,NE,0.0
635,2021091210_3473,1,NE,MIA,1.0
636,2021091210_3497,1,NE,MIA,1.0
637,2021091210_3610,1,NE,MIA,0.0
638,2021091210_525,0,NE,MIA,1.0
639,2021091210_574,1,NE,MIA,1.0
640,2021091210_865,1,NE,MIA,1.0
641,2021091210_929,0,NE,MIA,0.0
642,2021091210_953,1,NE,MIA,1.0
643,2021091210_996,1,NE,MIA,0.0
644,2021091211_142,1,NO,GB,0.0
645,2021091211_1443,1,GB,NO,0.0
646,2021091211_1493,1,GB,NO,1.0
647,2021091211_1550,1,GB,NO,0.0
648,2021091211_1608,1,GB,NO,0.0
649,2021091211_1752,0,GB,NO,0.0
650,2021091211_1809,0,GB,NO,0.0
651,2021091211_184,1,NO,GB,1.0
652,2021091211_1855,0,GB,NO,0.0
653,2021091211_1979,0,GB,NO,1.0
654,2021091211_206,1,NO,GB,0.0
655,2021091211_2118,1,NO,GB,1.0
656,2021091211_2140,1,NO,GB,0.0
657,2021091211_2181,0,GB,NO,0.0
658,2021091211_2203,1,GB,NO,0.0
659,2021091211_2259,1,GB,NO,0.0
660,2021091211_2327,1,NO,GB,0.0
661,2021091211_2425,1,GB,NO,0.0
662,2021091211_2447,0,GB,NO,0.0
663,2021091211_2617,1,NO,GB,0.0
664,2021091211_283,0,GB,NO,0.0
665,2021091211_2986,0,GB,NO,0.0
666,2021091211_3031,1,GB,NO,1.0
667,2021091211_3060,1,GB,NO,1.0
668,2021091211_307,1,GB,NO,0.0
669,2021091211_421,1,GB,NO,0.0
670,2021091211_528,0,NO,GB,0.0
671,2021091211_640,1,NO,GB,1.0
672,2021091211_709,1,NO,GB,1.0
673,2021091211_76,0,NO,GB,0.0
674,2021091211_921,1,GB,NO,0.0
675,2021091211_945,1,GB,NO,0.0
676,2021091212_1004,0,NYG,DEN,0.0
677,2021091212_1175,1,DEN,NYG,0.0
678,2021091212_1239,0,DEN,NYG,0.0
679,2021091212_1388,1,NYG,DEN,1.0
680,2021091212_1499,0,DEN,NYG,0.0
681,2021091212_1540,1,DEN,NYG,0.0
682,2021091212_1564,0,DEN,NYG,1.0
683,2021091212_1593,1,DEN,NYG,0.0
684,2021091212_1776,0,DEN,NYG,0.0
685,2021091212_1810,0,DEN,NYG,0.0
686,2021091212_1855,0,DEN,NYG,0.0
687,2021091212_186,1,NYG,DEN,0.0
688,2021091212_1877,1,DEN,NYG,1.0
689,2021091212_1944,1,DEN,NYG,0.0
690,2021091212_2008,0,DEN,NYG,0.0
691,2021091212_2129,0,DEN,NYG,0.0
692,2021091212_2151,1,DEN,NYG,0.0
693,2021091212_2282,0,NYG,DEN,0.0
694,2021091212_2304,1,NYG,DEN,1.0
695,2021091212_2371,1,NYG,DEN,0.0
696,2021091212_2554,1,DEN,NYG,0.0
697,2021091212_2703,0,DEN,NYG,0.0
698,2021091212_2883,0,NYG,DEN,1.0
699,2021091212_2905,1,NYG,DEN,0.0
700,2021091212_2971,0,NYG,DEN,0.0
701,2021091212_3047,0,NYG,DEN,0.0
702,2021091212_3095,1,NYG,DEN,0.0
703,2021091212_3117,0,NYG,DEN,0.0
704,2021091212_3294,0,NYG,DEN,0.0
705,2021091212_3318,0,NYG,DEN,0.0
706,2021091212_3342,0,NYG,DEN,0.0
707,2021091212_335,1,DEN,NYG,0.0
708,2021091212_3388,1,NYG,DEN,0.0
709,2021091212_3410,1,NYG,DEN,0.0
710,2021091212_3601,1,NYG,DEN,0.0
711,2021091212_3625,0,NYG,DEN,0.0
712,2021091212_3649,0,NYG,DEN,0.0
713,2021091212_3673,0,NYG,DEN,0.0
714,2021091212_3719,0,NYG,DEN,0.0
715,2021091212_3743,0,NYG,DEN,0.0
716,2021091212_421,0,NYG,DEN,0.0
717,2021091212_566,0,DEN,NYG,0.0
718,2021091212_635,1,DEN,NYG,0.0
719,2021091212_702,1,DEN,NYG,0.0
720,2021091212_788,0,DEN,NYG,0.0
721,2021091212_84,0,NYG,DEN,0.0
722,2021091212_980,0,NYG,DEN,0.0
723,2021091213_1042,0,LA,CHI,0.0
724,2021091213_1064,0,LA,CHI,0.0
725,2021091213_1141,1,CHI,LA,0.0
726,2021091213_1265,1,CHI,LA,1.0
727,2021091213_1330,1,LA,CHI,1.0
728,2021091213_1492,1,CHI,LA,1.0
729,2021091213_1554,0,CHI,LA,0.0
730,2021091213_1616,0,CHI,LA,0.0
731,2021091213_1794,1,LA,CHI,0.0
732,2021091213_1898,0,CHI,LA,0.0
733,2021091213_1943,1,CHI,LA,0.0
734,2021091213_2034,0,CHI,LA,0.0
735,2021091213_2111,1,CHI,LA,1.0
736,2021091213_217,0,CHI,LA,0.0
737,2021091213_2243,1,CHI,LA,0.0
738,2021091213_2341,1,LA,CHI,0.0
739,2021091213_2363,1,LA,CHI,0.0
740,2021091213_2440,0,LA,CHI,0.0
741,2021091213_2469,1,LA,CHI,1.0
742,2021091213_2560,0,CHI,LA,0.0
743,2021091213_265,1,LA,CHI,1.0
744,2021091213_2733,0,CHI,LA,0.0
745,2021091213_2757,1,CHI,LA,1.0
746,2021091213_2778,0,CHI,LA,1.0
747,2021091213_2847,0,CHI,LA,0.0
748,2021091213_2881,1,CHI,LA,0.0
749,2021091213_2905,1,CHI,LA,0.0
750,2021091213_3154,1,LA,CHI,1.0
751,2021091213_3224,0,LA,CHI,0.0
752,2021091213_3351,1,CHI,LA,0.0
753,2021091213_3375,0,CHI,LA,0.0
754,2021091213_3399,1,CHI,LA,0.0
755,2021091213_3421,1,CHI,LA,0.0
756,2021091213_3472,0,CHI,LA,0.0
757,2021091213_3494,1,CHI,LA,0.0
758,2021091213_377,1,CHI,LA,0.0
759,2021091213_401,0,CHI,LA,1.0
760,2021091213_425,0,CHI,LA,0.0
761,2021091213_468,0,CHI,LA,1.0
762,2021091213_492,1,CHI,LA,1.0
763,2021091213_538,1,LA,CHI,0.0
764,2021091213_583,0,LA,CHI,0.0
765,2021091213_607,1,LA,CHI,0.0
766,2021091213_69,0,CHI,LA,0.0
767,2021091213_775,1,CHI,LA,0.0
768,2021091213_804,1,CHI,LA,1.0
769,2021091213_991,1,LA,CHI,0.0
770,2021091300_1013,0,BAL,LV,0.0
771,2021091300_1075,0,LV,BAL,0.0
772,2021091300_1122,1,LV,BAL,0.0
773,2021091300_1226,1,BAL,LV,0.0
774,2021091300_1250,0,BAL,LV,0.0
775,2021091300_1293,0,BAL,LV,0.0
776,2021091300_1344,0,LV,BAL,0.0
777,2021091300_1368,0,LV,BAL,0.0
778,2021091300_1461,0,LV,BAL,1.0
779,2021091300_148,0,LV,BAL,0.0
780,2021091300_1485,0,LV,BAL,0.0
781,2021091300_1507,0,LV,BAL,0.0
782,2021091300_1655,0,BAL,LV,0.0
783,2021091300_169,1,LV,BAL,0.0
784,2021091300_1836,0,LV,BAL,0.0
785,2021091300_1875,1,LV,BAL,0.0
786,2021091300_1899,1,LV,BAL,1.0
787,2021091300_1921,1,LV,BAL,1.0
788,2021091300_1943,1,LV,BAL,0.0
789,2021091300_1984,1,LV,BAL,1.0
790,2021091300_2008,0,LV,BAL,0.0
791,2021091300_2063,0,LV,BAL,0.0
792,2021091300_2180,0,BAL,LV,0.0
793,2021091300_2256,0,BAL,LV,0.0
794,2021091300_2278,1,BAL,LV,0.0
795,2021091300_228,1,LV,BAL,0.0
796,2021091300_2344,0,LV,BAL,0.0
797,2021091300_250,1,LV,BAL,0.0
798,2021091300_2526,1,BAL,LV,0.0
799,2021091300_2589,0,BAL,LV,0.0
800,2021091300_2676,0,LV,BAL,0.0
801,2021091300_2771,0,LV,BAL,0.0
802,2021091300_2803,0,LV,BAL,0.0
803,2021091300_2851,0,LV,BAL,0.0
804,2021091300_2879,0,LV,BAL,0.0
805,2021091300_3007,0,BAL,LV,0.0
806,2021091300_3035,1,BAL,LV,1.0
807,2021091300_3143,1,LV,BAL,0.0
808,2021091300_3168,0,LV,BAL,0.0
809,2021091300_3312,1,LV,BAL,0.0
810,2021091300_3385,0,LV,BAL,0.0
811,2021091300_3478,0,BAL,LV,0.0
812,2021091300_3619,1,LV,BAL,1.0
813,2021091300_3664,0,LV,BAL,0.0
814,2021091300_3688,1,LV,BAL,1.0
815,2021091300_3712,1,LV,BAL,1.0
816,2021091300_3734,0,LV,BAL,0.0
817,2021091300_3756,1,LV,BAL,1.0
818,2021091300_3812,1,LV,BAL,0.0
819,2021091300_383,0,BAL,LV,0.0
820,2021091300_3836,0,LV,BAL,0.0
821,2021091300_3980,1,BAL,LV,0.0
822,2021091300_407,1,BAL,LV,0.0
823,2021091300_4094,0,BAL,LV,0.0
824,2021091300_4166,0,LV,BAL,0.0
825,2021091300_4212,0,LV,BAL,0.0
826,2021091300_428,1,BAL,LV,0.0
827,2021091300_4347,1,LV,BAL,0.0
828,2021091300_4392,1,LV,BAL,1.0
829,2021091300_4454,0,LV,BAL,0.0
830,2021091300_4476,1,LV,BAL,1.0
831,2021091300_4586,1,LV,BAL,1.0
832,2021091300_4608,1,LV,BAL,0.0
833,2021091300_4691,0,BAL,LV,0.0
834,2021091300_475,0,BAL,LV,0.0
835,2021091300_4765,1,BAL,LV,1.0
836,2021091300_4845,1,LV,BAL,1.0
837,2021091300_518,0,BAL,LV,0.0
838,2021091300_55,1,LV,BAL,1.0
839,2021091300_562,1,LV,BAL,1.0
840,2021091300_590,0,LV,BAL,0.0
841,2021091300_612,1,LV,BAL,0.0
842,2021091300_737,0,BAL,LV,0.0
843,2021091300_759,0,BAL,LV,0.0
844,2021091300_77,0,LV,BAL,0.0
845,2021091300_880,0,LV,BAL,0.0
846,2021091300_902,1,LV,BAL,1.0
